workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(msec),CPUs,duration(s)
sort336,4110996,54751551,48545021,4223049474,15062675246,373.525,75.05%,501247671,3.33%,74.53%,986198315,24.456,74.72%,1120059933328896,412.618,75.39%,271452270361626,6731480.665,51.85%,4060524049001091,100692.984,51.99%,78816420399,0.00,63.88%,102916488988,2552.126,75.76%,87413,0.002,40304.822766,999.480,6802,0.169,0,0.000,149,0.004,510166,0.013,510437,0.013,40325.789212,3.357,12.012651158
sort337,4194924,54751551,48545021,5033693556,14978432184,393.668,75.27%,506226411,3.38%,75.35%,932209797,24.501,75.35%,2419470959858677,876.603,75.62%,276005180832423,7254049.708,50.99%,3039868596630119,79894.725,50.93%,78434048334,0.00,63.44%,96885869320,2546.383,75.43%,87927,0.002,38027.446238,999.449,6962,0.183,0,0.000,149,0.004,523613,0.014,523905,0.014,38048.427008,3.166,12.017227245
sort338,4242260,54751551,48545021,4547844854,14706877298,396.108,75.36%,496919420,3.38%,75.64%,906307491,24.410,76.20%,1662728251475514,597.246,76.18%,278399306136688,7498278.353,50.55%,3641716870363618,98084.321,50.24%,77934212447,0.00,62.90%,94544610272,2546.421,74.91%,85866,0.002,37106.563310,999.411,6779,0.183,0,0.000,150,0.004,496957,0.013,497249,0.013,37128.430424,3.051,12.169211867
sort339,4218936,54751551,48545021,4407415720,14826858105,402.881,75.26%,496538839,3.35%,75.37%,899546143,24.443,75.60%,1855829461004760,183102984.809,75.84%,1013544079,27.540,50.66%,3880632459753262,105445.988,50.77%,77590087600,0.00,63.27%,93583230509,2542.878,75.28%,87188,0.002,36780.926894,999.425,6225,0.169,0,0.000,148,0.004,523469,0.014,523798,0.014,36802.087210,3.171,11.606806605
sort340,4076960,54751551,48545021,4383897187,14185441652,385.139,76.03%,487649577,3.44%,75.44%,902449218,24.502,75.15%,3015033193288856,1077.938,74.69%,279703818535182,7594039.690,50.32%,1901831814589844,51635.285,51.80%,74793978839,0.00,64.46%,93561785815,2540.230,76.48%,87887,0.002,36810.100459,999.405,7326,0.199,0,0.000,147,0.004,502114,0.014,502401,0.014,36832.019580,2.943,12.516365929
sort341,4199472,54751551,48545021,4383420067,14363293311,394.171,75.04%,489615094,3.41%,75.14%,888460359,24.382,75.87%,1291621199949483,233.253,76.27%,553743622174976,15196352.854,50.83%,4174735914490555,114567.026,50.57%,74837909007,0.00,62.73%,92738756254,2545.024,74.93%,88331,0.002,36418.125495,999.420,7095,0.195,0,0.000,148,0.004,502601,0.014,502887,0.014,36439.244831,2.966,12.287543323
sort342,4083576,54751551,48545021,4201859935,14547545461,401.355,75.85%,491978689,3.38%,75.44%,884474273,24.402,75.52%,3159055126280161,328955698.010,75.74%,960328441,26.495,50.72%,2213924778776489,61080.391,50.86%,75965899247,0.00,63.51%,92274620105,2545.782,75.75%,85619,0.002,36225.156293,999.423,7213,0.199,0,0.000,148,0.004,461825,0.013,462121,0.013,36246.080406,3.062,11.837962109
sort343,4077804,54751551,48545021,4168775050,14607497535,382.846,75.76%,496394330,3.40%,75.81%,935046372,24.507,75.66%,2605391864284074,929.947,75.62%,280165769372694,7342836.982,50.23%,2228418557100523,58404.402,50.53%,76859538696,0.00,63.28%,97047087531,2543.498,75.41%,88346,0.002,38133.910334,999.448,7070,0.185,0,0.000,148,0.004,510109,0.013,510431,0.013,38154.976075,3.082,12.378156005
sort344,3935144,54751551,48545021,4110872246,14758140953,384.668,75.54%,500159730,3.39%,75.72%,938451518,24.461,75.66%,1113583490136862,117123649.510,75.83%,950775949,24.782,50.40%,4458165589501182,116201.200,50.51%,78315324741,0.00,63.20%,97552991818,2542.699,75.47%,86486,0.002,38344.069523,999.431,7369,0.192,0,0.000,148,0.004,436796,0.011,437112,0.011,38365.916807,3.136,12.235975595
sort345,4212604,54751551,48545021,4539189568,14315498746,389.099,75.58%,484191996,3.38%,75.67%,897536275,24.395,76.01%,1119516690882113,200.048,75.43%,559623868749430,15210735.451,50.30%,3897556279432198,105936.685,50.55%,75315447588,0.00,63.23%,93556725197,2542.898,75.46%,85399,0.002,36770.583292,999.435,6663,0.181,0,0.000,148,0.004,481542,0.013,481812,0.013,36791.374785,3.142,11.711219768
sort346,4107972,54751551,48545021,4586968270,14870696903,381.464,75.17%,499957190,3.36%,75.27%,951432216,24.406,75.82%,1112632468690973,114822998.304,75.89%,968997923,24.857,50.64%,4701776365381876,120610.235,50.89%,78095092089,0.00,63.41%,99292657843,2547.061,75.60%,87061,0.002,38961.606620,999.445,7061,0.181,0,0.000,148,0.004,506876,0.013,507162,0.013,38983.228783,3.222,12.098584745
sort347,4145004,54751551,48545021,4608229136,15096645260,392.624,75.59%,511577711,3.39%,75.48%,940709445,24.465,75.24%,1679337795211855,605.042,75.42%,277557129222739,7218532.681,50.71%,3592642594924058,93435.208,50.93%,79446041980,0.00,63.69%,97864418059,2545.197,75.71%,85318,0.002,38429.729571,999.456,6920,0.180,0,0.000,148,0.004,524719,0.014,525005,0.014,38450.629997,3.168,12.136353111
sort348,4204380,54751551,48545021,4140994632,14487584304,388.478,75.79%,497268626,3.43%,75.61%,912961902,24.481,75.50%,3359075630477788,1204.400,75.42%,278900310171476,7478587.382,50.46%,1378209276981862,36956.067,51.06%,76592108364,0.00,63.79%,95031644902,2548.231,75.88%,86071,0.002,37272.625793,999.449,6022,0.161,0,0.000,150,0.004,452489,0.012,452812,0.012,37293.180638,3.117,11.965784804
sort349,4120808,54751551,48545021,4797775959,14345831306,378.023,75.86%,489953753,3.42%,75.38%,930077942,24.508,75.03%,3005211998590578,1084.315,74.93%,277153031528866,7303188.581,50.78%,1901997861413578,50119.059,51.80%,75534351108,0.00,64.25%,96677916510,2547.535,76.20%,88023,0.002,37928.100873,999.434,7128,0.188,0,0.000,147,0.004,509691,0.013,509969,0.013,37949.592626,3.112,12.196476909
sort350,4110708,54751551,48545021,4542659017,14544558338,395.126,75.16%,489910950,3.37%,75.70%,900759452,24.471,75.62%,1856088044683182,334.302,75.82%,555212138512596,15083216.599,50.70%,3340473461882360,90749.249,50.56%,76336686048,0.00,63.15%,93698620604,2545.471,75.27%,87444,0.002,36789.033434,999.432,6675,0.181,0,0.000,148,0.004,491147,0.013,491463,0.013,36809.929425,3.111,11.831953006
sort351,4153456,54751551,48545021,4907962713,14600185916,388.731,75.01%,492936086,3.38%,75.20%,917722947,24.434,75.23%,2430915607562223,264580612.068,75.26%,918780703,24.463,51.34%,3000458287034474,79887.460,51.60%,75684513472,0.00,63.95%,95583572078,2544.921,75.64%,87351,0.002,37536.869801,999.422,6891,0.183,0,0.000,148,0.004,508645,0.014,508908,0.014,37558.563887,3.113,12.066803505
sort352,4064452,54751551,48545021,4507860191,14956571234,395.044,76.06%,500887440,3.35%,75.76%,927595362,24.500,75.52%,2995208010856867,353.759,75.18%,846680022858833,22363113.185,49.87%,1382370916236333,36512.161,50.91%,78529786866,0.00,63.88%,96243749686,2542.058,76.01%,87106,0.002,37839.517026,999.444,6820,0.180,0,0.000,147,0.004,512761,0.014,513051,0.014,37860.561536,3.231,11.716939995
sort353,3912088,54751551,48545021,4712176589,15296569289,379.129,74.71%,504830142,3.30%,75.03%,986496209,24.451,75.46%,2227623513533372,272.063,75.81%,818789277616876,20293874.938,51.57%,3036056813767157,75249.346,50.99%,78272145907,0.00,63.41%,102937905948,2551.339,75.07%,86658,0.002,40325.693028,999.481,6176,0.153,0,0.000,148,0.004,433297,0.011,433626,0.011,40346.620846,3.353,12.032255068
sort354,4070760,54751551,48545021,4563641785,14595872214,401.029,75.23%,494647344,3.39%,74.98%,890545899,24.468,74.96%,2418189921493481,263345779.723,75.66%,918256569,25.230,51.63%,2751237060363620,75591.643,51.16%,76524934202,0.00,63.62%,92347027805,2537.282,75.47%,87105,0.002,36374.637667,999.412,6929,0.190,0,0.000,148,0.004,519359,0.014,519652,0.014,36396.047986,3.094,11.764884798
sort355,4092464,54751551,48545021,4877230186,14890809867,404.767,75.34%,494966649,3.32%,75.85%,899739350,24.457,76.09%,1855046283813373,179077267.329,75.87%,1035891552,28.158,50.25%,3624485795430871,98522.098,50.48%,78380612264,0.00,62.90%,93724248514,2547.647,74.99%,86931,0.002,36768.087669,999.444,6575,0.179,0,0.000,148,0.004,524543,0.014,524852,0.014,36788.556822,3.176,11.582580926
sort356,4134556,54751551,48545021,4581441485,14416121604,385.920,76.42%,491561282,3.41%,76.03%,914928408,24.493,74.98%,2258214176907426,202.195,74.79%,1116848222936510,29898067.317,50.41%,2196187122913444,58792.009,51.27%,76761235226,0.00,63.95%,95061592808,2544.802,76.07%,87741,0.002,37334.106325,999.435,6824,0.183,0,0.000,150,0.004,512297,0.014,512597,0.014,37355.197949,3.120,11.973089782
sort357,4205824,54751551,48545021,4385343402,14942590296,388.722,74.99%,499253457,3.34%,75.14%,939251966,24.434,75.54%,1663809017928764,164063737.749,76.13%,1014123560,26.382,51.23%,3874509499258308,100792.892,50.85%,77936194163,0.00,63.33%,97786850124,2543.862,75.27%,87692,0.002,38418.888396,999.443,6742,0.175,0,0.000,147,0.004,492476,0.013,492801,0.013,38440.304912,3.174,12.111833701
sort358,4191704,54751551,48545021,4670559076,14415600624,392.397,76.43%,495738476,3.44%,75.73%,900210551,24.504,75.06%,2251469277571513,400.090,75.01%,562740707124664,15317960.231,50.02%,2724816525280872,74170.272,51.65%,74999542661,0.00,64.37%,93301134567,2539.683,76.47%,87496,0.002,36716.002503,999.420,6973,0.190,0,0.000,149,0.004,494873,0.013,495165,0.013,36737.313497,3.059,12.010393836
sort359,4093168,54751551,48545021,4239920895,14854577658,402.463,75.26%,498082217,3.35%,75.44%,904013396,24.493,75.98%,1851107150592814,662.469,76.03%,279425416300564,7570624.792,50.37%,2787157203035550,75513.966,50.50%,77311183536,0.00,63.05%,93752991138,2540.101,75.18%,86764,0.002,36888.229520,999.433,7150,0.194,0,0.000,148,0.004,532363,0.014,532638,0.014,36909.161922,3.134,11.775748464
sort360,4227316,54751551,48545021,4679877015,14782004466,383.648,75.49%,497132947,3.36%,76.10%,943553048,24.489,76.14%,2596739508689041,260995901.898,75.88%,994934974,25.822,49.89%,2820145590196746,73193.320,49.91%,77927906380,0.00,62.98%,98095008686,2545.932,75.31%,86815,0.002,38508.896428,999.450,7122,0.185,0,0.000,148,0.004,502696,0.013,502988,0.013,38530.095224,3.096,12.447071328
sort361,4105024,54751551,48545021,4406046826,14244341541,388.259,75.08%,481664439,3.38%,75.60%,897401873,24.461,75.75%,2783550192196111,503.578,75.84%,552754722013630,15066454.934,50.92%,1952198816728581,53211.152,50.47%,75438151071,0.00,63.03%,93313251076,2543.443,75.05%,88004,0.002,36666.458296,999.419,6826,0.186,0,0.000,148,0.004,525155,0.014,525486,0.014,36687.775886,3.082,11.902790503
sort362,4087228,54751551,48545021,3922110550,14462161454,401.302,75.42%,491721618,3.40%,75.58%,878675605,24.382,75.94%,1860867561395290,193895866.601,75.63%,959725235,26.631,50.30%,3601082714525801,99924.246,50.81%,75633298212,0.00,63.06%,91825501610,2548.010,75.45%,86620,0.002,36016.934758,999.412,6574,0.182,0,0.000,148,0.004,485041,0.013,485308,0.013,36038.127642,3.122,11.543473824
sort363,4199000,54751551,48545021,4476981383,14653608174,388.889,76.28%,500409106,3.41%,75.69%,923346168,24.504,75.33%,2616044579775786,309.012,75.32%,846582549600033,22467246.940,49.87%,2205790300791508,58538.929,51.04%,77118963196,0.00,63.97%,95776755453,2541.796,76.16%,85827,0.002,37659.489778,999.436,7283,0.193,0,0.000,148,0.004,478887,0.013,479209,0.013,37680.742632,3.125,12.059449772
sort364,4072972,54751551,48545021,5051353637,14949057687,387.152,75.23%,499455929,3.34%,75.00%,945405214,24.484,75.49%,2784678189837602,502.836,75.81%,553794328724656,14342197.455,50.83%,1653483019090845,42821.999,51.07%,77852461510,0.00,63.85%,98212945550,2543.525,75.83%,87065,0.002,38591.778759,999.452,6606,0.171,0,0.000,148,0.004,521364,0.014,521672,0.014,38612.934346,3.221,11.986870604
sort365,4092324,54751551,48545021,4513111537,14865758741,391.010,75.25%,495936645,3.34%,75.61%,928830068,24.431,75.81%,2963088871035532,312040074.482,76.00%,949586003,24.977,50.88%,2505751508160009,65908.051,50.55%,78207667214,0.00,63.20%,96612373500,2541.167,75.28%,86918,0.002,37998.193780,999.455,6749,0.178,0,0.000,148,0.004,508363,0.013,508629,0.013,38018.898690,3.239,11.738492749
sort366,4129680,54751551,48545021,4436752412,14663726823,385.859,75.85%,499512795,3.41%,75.15%,929334460,24.454,74.98%,2428563517664187,876.493,75.34%,277077430916906,7290969.239,50.79%,2446890160670532,64387.059,51.77%,76792725333,0.00,64.47%,96650197680,2543.237,76.29%,87412,0.002,37981.653093,999.443,7266,0.191,0,0.000,148,0.004,489203,0.013,489497,0.013,38002.825390,3.112,12.211549950
sort367,4195932,54751551,48545021,4589392635,14493286418,395.780,75.44%,497179032,3.43%,75.67%,898371488,24.533,75.51%,2801918301683163,502.278,75.34%,557842543155903,15233453.973,50.46%,1659306693122098,45312.019,50.89%,76503164635,0.00,63.51%,93201063302,2545.116,75.23%,86670,0.002,36598.314793,999.420,6730,0.184,0,0.000,148,0.004,491961,0.013,492265,0.013,36619.570593,3.026,12.100675302
sort368,4102444,54751551,48545021,4695644330,14469134430,379.217,75.49%,488011149,3.37%,74.88%,931763596,24.420,74.87%,1882942075496619,683.373,74.74%,275536455808825,7221455.706,51.08%,3491380099720942,91504.577,52.40%,74997688287,0.00,64.88%,97303495247,2550.199,76.47%,86091,0.002,38134.097111,999.446,6950,0.182,0,0.000,149,0.004,530772,0.014,531073,0.014,38155.251104,3.260,11.705056022
sort369,4077144,54751551,48545021,4224269705,14551944159,389.534,75.95%,498318286,3.42%,75.42%,914137222,24.470,75.21%,2614923242431058,267957577.612,75.35%,975872101,26.123,50.60%,2754682869595383,73738.790,51.09%,77173284726,0.00,63.72%,94887003459,2539.985,75.91%,88727,0.002,37335.924751,999.428,6851,0.183,0,0.000,149,0.004,515509,0.014,515769,0.014,37357.310487,3.114,11.995369137
sort370,4111120,54751551,48545021,4942044549,14453563385,395.415,75.65%,492311923,3.41%,75.64%,893281030,24.438,75.88%,742772085863244,66.474,75.79%,1117388630828988,30569086.624,50.38%,4175009325176523,114218.293,50.57%,76681288499,0.00,63.76%,92641742037,2534.457,75.97%,87280,0.002,36531.540296,999.416,7186,0.197,0,0.000,148,0.004,523317,0.014,523627,0.014,36552.895563,3.050,11.982769979
sort371,4075924,54751551,48545021,4256501517,14217465946,388.115,75.89%,481123699,3.38%,75.69%,895677507,24.451,75.20%,1496151208168700,538.373,75.25%,277902197672415,7586301.430,50.64%,3851591345825746,105142.504,51.16%,74671726407,0.00,63.84%,93003262487,2538.846,75.96%,86932,0.002,36611.172198,999.429,7379,0.201,0,0.000,148,0.004,477881,0.013,478175,0.013,36632.105938,3.057,11.981141479
sort372,4158316,54751551,48545021,4887679569,14736623700,386.627,75.40%,490682547,3.33%,75.87%,933783770,24.499,75.60%,2055298520665756,739.395,75.32%,277970276017825,7292772.250,50.63%,2768362355842738,72630.198,50.84%,77482017589,0.00,63.56%,97070087632,2546.711,75.35%,86995,0.002,38094.284703,999.434,7973,0.209,0,0.000,148,0.004,505762,0.013,506080,0.013,38115.858621,3.107,12.269470937
sort373,4087956,54751551,48545021,4315996213,14517524241,400.053,75.46%,492856106,3.39%,75.26%,888480393,24.483,74.97%,1679869269210112,175664020.625,75.40%,956296721,26.352,51.25%,3825990943254072,105431.257,51.50%,76200915654,0.00,63.75%,92549128854,2550.338,75.46%,88083,0.002,36267.543278,999.410,6801,0.187,0,0.000,148,0.004,483019,0.013,483293,0.013,36288.962534,2.977,12.189168163
sort374,3959208,54751551,48545021,4524510483,14900050363,388.931,75.70%,506694742,3.40%,75.67%,940303263,24.544,75.42%,2242227099844536,268.669,75.32%,834569931671193,21784506.803,50.59%,2217957427411114,57894.620,50.76%,78360220182,0.00,63.75%,97116049820,2534.989,76.07%,87198,0.002,38289.649277,999.462,5991,0.156,0,0.000,148,0.004,438841,0.011,439175,0.011,38310.251373,3.367,11.377054926
sort375,4204472,54751551,48545021,3881886728,14406438950,406.512,75.15%,484907806,3.37%,74.74%,864741237,24.401,75.23%,2250363113982382,239538626.862,75.05%,939457299,26.509,51.33%,2968131050726268,83752.945,52.16%,75215261089,0.00,64.43%,90231400236,2546.096,76.17%,85551,0.002,35418.861680,999.428,6563,0.185,0,0.000,148,0.004,471035,0.013,471320,0.013,35439.124446,3.069,11.545614616
sort376,4086760,54751551,48545021,4664553089,15014336770,392.396,75.50%,498769879,3.32%,75.02%,934410036,24.421,75.28%,2047040029963622,209760647.550,75.63%,975893264,25.505,50.94%,3282472572745240,85786.656,51.45%,78840717927,0.00,63.76%,97417947008,2545.995,75.90%,87093,0.002,38242.748607,999.465,6401,0.167,0,0.000,148,0.004,504865,0.013,505170,0.013,38263.207037,3.260,11.738701171
sort377,4095512,54751551,48545021,4488443993,15230010329,394.296,75.72%,510243020,3.35%,75.67%,947794462,24.538,75.53%,1860485368948034,664.299,75.65%,280067420829812,7250785.585,50.25%,3622536894087628,93785.411,50.51%,80416015679,0.00,63.29%,97910053800,2534.835,75.41%,87249,0.002,38604.540187,999.449,6732,0.174,0,0.000,148,0.004,500265,0.013,500558,0.013,38625.803721,3.192,12.101790878
sort378,4215100,54751551,48545021,4473213344,14540857122,381.203,74.93%,485763958,3.34%,75.22%,933757508,24.479,75.60%,1297915620959989,135736002.791,75.90%,956205866,25.068,50.94%,4168269868023221,109275.245,50.65%,75874673635,0.00,63.06%,97245092931,2549.375,75.08%,85773,0.002,38123.986339,999.457,6637,0.174,0,0.000,148,0.004,469735,0.012,470064,0.012,38144.685663,3.206,11.897826171
sort379,3950160,54751551,48545021,4101829971,14915163060,381.974,75.44%,499567435,3.35%,75.37%,956617693,24.499,75.62%,1114059159590727,118641400.458,75.80%,939013831,24.048,50.30%,4716343453891698,120784.406,50.73%,77725807503,0.00,63.59%,99132667119,2538.763,75.68%,88067,0.002,39026.505648,999.459,6861,0.176,0,0.000,148,0.004,432399,0.011,432685,0.011,39047.618801,3.235,12.071304132
sort380,4142624,54751551,48545021,4889053743,14721474505,390.111,75.49%,499735900,3.39%,75.37%,925843339,24.534,75.12%,1307678494425678,132685792.991,75.34%,985545223,26.116,51.04%,4414829839085812,116990.438,51.01%,77463352404,0.00,63.72%,95772165154,2537.907,75.75%,88440,0.002,37715.407711,999.436,7053,0.187,0,0.000,147,0.004,509709,0.014,509989,0.014,37736.672465,3.065,12.313777738
sort381,4118760,54751551,48545021,4459329258,14574661505,389.463,76.33%,496760488,3.41%,75.56%,915923133,24.475,74.97%,1876435011367727,672.003,75.00%,279230131254182,7461563.614,50.40%,3556687267681442,95041.492,51.44%,76685291398,0.00,64.16%,95172415234,2543.189,76.21%,87091,0.002,37401.347404,999.436,7678,0.205,0,0.000,148,0.004,534918,0.014,535245,0.014,37422.468759,3.070,12.189557462
sort382,4112384,54751551,48545021,4209792744,14656489513,381.248,75.40%,488001300,3.33%,75.69%,938729780,24.418,76.23%,1296523672069456,231.685,75.98%,559606943326965,14556644.212,50.30%,4178551695107614,108693.595,50.52%,77284970577,0.00,63.14%,97753605050,2542.793,75.43%,85333,0.002,38422.601121,999.459,6844,0.178,0,0.000,148,0.004,485995,0.013,486271,0.013,38443.403245,3.238,11.870852285
sort383,4173052,54751551,48545021,4837574526,15014861627,401.515,75.05%,509141613,3.39%,75.21%,914543729,24.456,75.57%,3346014430385291,1210.831,75.71%,276340420889628,7389658.024,50.93%,1660371562708626,44400.229,50.86%,78931667866,0.00,63.36%,95104227156,2543.196,75.35%,88170,0.002,37374.614925,999.440,6446,0.172,0,0.000,147,0.004,545694,0.015,545964,0.015,37395.562823,3.199,11.690559471
sort384,4085904,54751551,48545021,4640750416,14368739810,386.145,75.33%,486490546,3.39%,75.74%,911442243,24.494,76.23%,1848383288464589,205601089.085,76.14%,899014347,24.160,49.98%,3377739205156248,90773.294,50.00%,75768955712,0.00,62.78%,94535719275,2540.551,75.11%,85671,0.002,37189.233281,999.423,7249,0.195,0,0.000,150,0.004,498694,0.013,498991,0.013,37210.715517,3.120,11.927665525
sort385,4095344,54751551,48545021,4298429510,14466850561,401.131,74.42%,483293736,3.34%,74.83%,880685260,24.419,75.48%,2224808785716112,408.901,75.91%,544094344629573,15086442.795,51.73%,2734145037243039,75811.342,51.48%,75944856910,0.00,63.56%,91905828256,2548.330,75.38%,86785,0.002,36045.418708,999.454,6931,0.192,0,0.000,148,0.004,504724,0.014,505008,0.014,36065.118334,3.130,11.522088721
