workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(msec),CPUs,duration(s)
sort482,4173664,54751551,48545021,4321541697,15005619781,387.985,75.57%,509778809,3.40%,75.08%,948484484,24.524,74.92%,2808516970836562,276998201.972,75.17%,1013911625,26.216,50.98%,2451177105049658,63377.544,51.68%,77669549829,0.00,64.33%,98473682836,2546.132,76.16%,86625,0.002,38654.959127,999.461,6361,0.164,0,0.000,149,0.004,511723,0.013,512048,0.013,38675.798013,3.282,11.785615080
sort483,4178908,54751551,48545021,4055799595,14432018050,402.536,75.98%,492038742,3.41%,75.85%,876601201,24.450,75.52%,2987821129310152,1063.379,75.37%,280974155755395,7836893.421,50.09%,1929889278833480,53828.213,51.05%,76037295312,0.00,63.93%,91283815467,2546.076,75.90%,85909,0.002,35832.055835,999.423,6420,0.179,0,0.000,148,0.004,487240,0.014,487520,0.014,35852.746828,3.051,11.750373229
sort484,4052852,54751551,48545021,4572776745,14774621541,377.037,75.27%,499569756,3.38%,75.54%,957946769,24.446,76.01%,2773789896769298,278823416.822,76.11%,994819563,25.387,50.49%,2236442231799966,57072.276,50.35%,78252097334,0.00,62.93%,99819801332,2547.324,75.10%,88591,0.002,39164.180961,999.440,7942,0.203,0,0.000,148,0.004,514585,0.013,514908,0.013,39186.140663,3.085,12.702667601
sort485,4160816,54751551,48545021,4691067109,14587943801,405.479,75.44%,493968175,3.39%,75.57%,880135756,24.464,75.82%,1476153095048131,529.388,76.27%,278841602009672,7750531.267,50.47%,4197138946533870,116661.418,50.30%,78650802285,0.00,62.74%,91504500102,2543.410,75.20%,86393,0.002,35956.547508,999.429,5880,0.163,0,0.000,148,0.004,517187,0.014,517473,0.014,35977.095299,3.101,11.600722719
sort486,4210684,54751551,48545021,4378618800,14483535688,397.751,75.51%,488170282,3.37%,75.16%,890694079,24.461,75.68%,1474458711424790,265.144,76.36%,556096987089293,15271711.739,50.62%,3342738531212322,91799.345,50.52%,76105674650,0.00,63.17%,92676347513,2545.107,75.58%,87015,0.002,36392.952727,999.435,6092,0.167,0,0.000,149,0.004,520473,0.014,520741,0.014,36413.533504,3.144,11.581769342
sort487,4173568,54751551,48545021,4554573883,14525965275,416.501,74.78%,486489969,3.35%,75.45%,850853406,24.396,75.73%,1113088995989306,123863389.684,75.86%,898642447,25.767,51.34%,4677860596542620,134127.720,51.15%,75856238804,0.00,63.30%,88795535539,2546.023,75.11%,84898,0.002,34856.141327,999.426,5908,0.169,0,0.000,148,0.004,466776,0.013,467055,0.013,34876.165876,3.063,11.386977845
sort488,4271324,54751551,48545021,4636674450,14667159626,397.813,75.62%,497385484,3.39%,75.49%,902585604,24.481,75.35%,3551014608495180,385417254.345,75.30%,921342926,24.989,50.61%,1376503046098527,37334.522,51.12%,77951575539,0.00,63.64%,93911826724,2547.145,75.66%,87236,0.002,36848.769335,999.439,6059,0.164,0,0.000,148,0.004,507282,0.014,507583,0.014,36869.443166,3.196,11.534602028
sort489,4243204,54751551,48545021,4240697981,14741476827,397.446,75.15%,495302028,3.36%,75.03%,907204662,24.459,75.27%,1295984841281726,130833935.637,76.02%,990557102,26.707,50.94%,4152163314452277,111946.897,50.84%,77539988050,0.00,63.20%,94318027946,2542.918,75.56%,86579,0.002,37070.268949,999.455,6454,0.174,0,0.000,147,0.004,517993,0.014,518268,0.014,37090.472627,3.062,12.112349453
sort490,4061924,54751551,48545021,4440478773,15097559615,402.320,75.47%,510174462,3.38%,75.92%,917952036,24.462,75.72%,2238049646433801,226650807.137,75.46%,987443934,26.313,50.15%,3061064194635668,81571.213,50.58%,78852685821,0.00,63.40%,95532707952,2545.755,75.41%,87832,0.002,37505.515760,999.447,6913,0.184,0,0.000,148,0.004,508706,0.014,508994,0.014,37526.280138,3.187,11.774697970
sort491,4041036,54751551,48545021,4041642827,14618342554,400.007,75.55%,494608505,3.38%,75.08%,893858620,24.459,74.89%,2431206058504123,884.561,75.25%,274849038456442,7520785.642,51.21%,2461969014567526,67367.677,51.45%,76060882265,0.00,64.05%,93018225212,2545.289,75.85%,86132,0.002,36524.673620,999.437,6574,0.180,0,0.000,148,0.004,498442,0.014,498753,0.014,36545.256244,3.162,11.556533072
sort492,4239872,54751551,48545021,4408475928,14214055602,398.791,75.36%,479595241,3.37%,74.97%,870517676,24.423,75.09%,1494172222646534,136.454,75.35%,1095000835167252,30721478.126,51.41%,2995574400612214,84044.204,51.68%,74884253793,0.00,64.06%,90686669257,2544.316,75.72%,86182,0.002,35622.039741,999.416,6150,0.173,0,0.000,148,0.004,498681,0.014,498986,0.014,35642.843443,3.030,11.762255388
sort493,4105840,54751551,48545021,4286734044,14750711889,400.019,75.64%,493089052,3.34%,75.48%,904969730,24.542,75.49%,1679565786436581,150.364,75.41%,1116996542342692,30291431.367,50.40%,2754867919967483,74708.282,51.09%,77447704031,0.00,63.68%,93860404186,2545.367,75.70%,85286,0.002,36854.551406,999.445,5925,0.161,0,0.000,148,0.004,496740,0.013,497029,0.013,36875.000353,3.197,11.533318985
sort494,4182236,54751551,48545021,4655888299,14383187272,393.366,75.63%,488497563,3.40%,75.26%,893843753,24.446,75.16%,2418910057530574,290.864,75.64%,831629769513442,22744249.185,50.77%,2206580386845159,60347.785,51.03%,75228799392,0.00,63.59%,93055013347,2544.962,75.58%,86792,0.002,36543.480547,999.428,6306,0.172,0,0.000,148,0.004,507342,0.014,507703,0.014,36564.397565,3.149,11.612943217
sort495,4233352,54751551,48545021,4488353926,14361388464,403.605,75.39%,485545101,3.38%,75.29%,869164802,24.427,75.68%,1487081676122114,535.508,75.71%,277695686593319,7804207.058,50.68%,3575903515463173,100495.228,51.17%,75077100843,0.00,63.74%,90364483255,2539.554,75.78%,85405,0.002,35562.618720,999.432,6421,0.180,0,0.000,148,0.004,546827,0.015,547091,0.015,35582.818926,3.155,11.279701206
sort496,4137240,54751551,48545021,4360495450,14694481016,385.982,76.00%,495698533,3.37%,75.77%,932550115,24.495,75.51%,1300031595678177,463.637,75.78%,280398444259107,7365262.625,50.19%,3644012822351724,95717.762,50.21%,77403515864,0.00,62.86%,96919750053,2545.804,75.18%,85235,0.002,38050.049527,999.466,6401,0.168,0,0.000,148,0.004,493628,0.013,493917,0.013,38070.393212,3.254,11.698488027
sort497,4188660,54751551,48545021,4484039716,14656487190,398.614,74.93%,495374358,3.38%,75.03%,895672833,24.360,75.45%,2780941201903019,284564008.464,75.91%,977263856,26.579,51.55%,2203664341389693,59933.355,51.09%,75844244449,0.00,63.60%,93347369453,2538.781,75.33%,85582,0.002,36747.806318,999.435,6577,0.179,0,0.000,149,0.004,506783,0.014,507060,0.014,36768.580013,3.112,11.814999040
sort498,4230760,54751551,48545021,4771199019,14567127319,392.090,74.85%,490078319,3.36%,76.01%,904003877,24.332,76.75%,1288053758118660,460.681,76.48%,279597500050144,7525669.673,50.34%,4252183246053743,114452.120,49.65%,77416724556,0.00,62.31%,94465019174,2542.628,74.66%,86513,0.002,37131.900501,999.445,5945,0.160,0,0.000,148,0.004,515014,0.014,515298,0.014,37152.507643,3.194,11.630156595
sort499,4227052,54751551,48545021,4613328277,14924259719,401.520,74.87%,502695670,3.37%,75.11%,908822198,24.451,75.63%,1846847191312149,336.426,76.20%,548961461532896,14769157.037,51.27%,3334898976016681,89721.502,50.64%,78450790295,0.00,63.01%,94525309942,2543.091,75.00%,87704,0.002,37149.033884,999.451,6505,0.175,0,0.000,148,0.004,524630,0.014,524917,0.014,37169.451185,3.187,11.661136798
sort500,4149396,54751551,48545021,4411189932,14916787092,390.035,74.97%,496726164,3.33%,75.18%,936003575,24.474,75.69%,1666702932441924,600.811,76.00%,277409047107548,7253521.720,50.73%,3623960157553799,94757.089,50.49%,77895007889,0.00,63.25%,97410126066,2547.020,75.19%,86061,0.002,38224.350377,999.467,6563,0.172,0,0.000,148,0.004,541941,0.014,542227,0.014,38244.739291,3.247,11.778359681
sort501,4209752,54751551,48545021,4741308819,14494667710,398.879,75.47%,485889306,3.35%,75.73%,889114604,24.468,75.65%,1676247022417075,119.883,75.56%,1398237170447940,38478065.493,50.33%,2760452721797992,75964.853,50.98%,76165559497,0.00,63.60%,92253601081,2538.725,75.61%,86125,0.002,36317.878613,999.431,6638,0.183,0,0.000,149,0.004,501138,0.014,501431,0.014,36338.551654,3.124,11.631819675
sort502,4151336,54751551,48545021,4618794862,14451650580,385.281,76.23%,493857028,3.42%,75.24%,918581961,24.489,74.89%,1312658873169969,470.660,75.05%,278897657796891,7435409.116,50.46%,4078409345324568,108730.357,51.76%,75797788121,0.00,64.37%,95231085884,2538.860,76.45%,86352,0.002,37488.359248,999.439,6355,0.169,0,0.000,149,0.004,500629,0.013,500923,0.013,37509.389656,3.138,11.952701777
sort503,4158412,54751551,48545021,4323492461,14579217849,390.541,75.61%,487788531,3.35%,75.90%,914389476,24.494,76.21%,1474421624627379,150624703.539,76.36%,978871055,26.221,49.64%,4487109839328300,120198.406,50.18%,77077244328,0.00,63.02%,94849684910,2540.785,75.44%,87281,0.002,37309.924067,999.439,6054,0.162,0,0.000,147,0.004,509376,0.014,509651,0.014,37330.859783,3.155,11.832244628
sort504,4228752,54751551,48545021,4278052651,14671071088,404.606,75.29%,499559001,3.41%,75.19%,887357170,24.472,75.18%,2793737005219144,505.546,75.56%,552617469411637,15240337.582,50.93%,1644705500747819,45358.441,51.34%,77013517703,0.00,63.64%,92504864598,2551.142,75.49%,85214,0.002,36239.435705,999.428,6337,0.175,0,0.000,148,0.004,501963,0.014,502255,0.014,36260.185605,3.170,11.439078568
sort505,4102660,54751551,48545021,4665389425,14570484934,408.402,75.62%,499779513,3.43%,75.60%,872895572,24.467,75.43%,2041439887718807,366.761,75.83%,556613886542729,15601539.293,50.57%,2769144705671162,77617.395,50.82%,76695129590,0.00,63.15%,90757702355,2543.882,75.46%,87525,0.002,35655.977032,999.415,6839,0.192,0,0.000,148,0.004,523007,0.015,523293,0.015,35676.857014,3.050,11.696583710
sort506,4077228,54751551,48545021,4472225262,14722101188,399.718,75.47%,504298944,3.43%,74.97%,899810616,24.431,75.22%,1487292417526830,538.942,75.70%,275965068652750,7492698.576,51.00%,4125421881402871,112008.896,51.17%,76995645995,0.00,63.61%,93783706457,2546.312,75.63%,86620,0.002,36810.927385,999.450,6428,0.175,0,0.000,148,0.004,513518,0.014,513832,0.014,36831.198515,3.188,11.551865284
sort507,4103128,54751551,48545021,4526392044,14810695924,401.688,75.06%,500374442,3.38%,75.66%,903019631,24.491,75.53%,1857742165611623,204604909.059,75.76%,907965588,24.625,50.97%,3333772963023039,90416.764,50.66%,77627547481,0.00,63.00%,94006354889,2549.589,74.99%,87405,0.002,36850.331135,999.434,6321,0.171,0,0.000,149,0.004,500889,0.014,501239,0.014,36871.181885,3.195,11.539999095
sort508,3952020,54751551,48545021,4274991882,14705668656,379.845,75.66%,495155900,3.37%,75.38%,947396045,24.471,75.29%,2244315812258453,202.271,75.25%,1109558060732832,28659732.205,50.74%,2204125362970159,56932.255,51.08%,76376468573,0.00,63.63%,98638692487,2547.824,75.69%,87711,0.002,38694.402305,999.471,6443,0.166,0,0.000,147,0.004,428380,0.011,428644,0.011,38714.878869,3.223,12.012490507
sort509,4218068,54751551,48545021,4471894090,14890335577,407.653,75.10%,504167536,3.39%,75.37%,893760690,24.469,75.17%,2615074729965066,239.044,75.34%,1093973652785807,29949755.616,51.46%,1369412703513105,37490.460,51.39%,78088467492,0.00,63.99%,92934316898,2544.266,75.76%,86803,0.002,36505.771184,999.420,6099,0.167,0,0.000,148,0.004,470656,0.013,470959,0.013,36526.964254,3.155,11.576081597
sort510,4100544,54751551,48545021,4393799117,14607817997,393.012,75.36%,490916039,3.36%,75.70%,907829085,24.424,75.96%,1854415437648881,333.389,75.89%,556231988183217,14965007.581,50.60%,3066290777866567,82496.271,50.49%,77050785122,0.00,62.93%,94575604818,2544.486,75.09%,86314,0.002,37147.926538,999.437,6510,0.175,0,0.000,147,0.004,531480,0.014,531777,0.014,37168.841056,3.140,11.835715152
sort511,4078412,54751551,48545021,4116513251,14680982567,407.973,75.20%,496523934,3.38%,75.23%,880401447,24.466,75.40%,3162515611997450,573.623,75.65%,551323201064233,15320839.450,51.05%,1655413553454502,46002.645,51.01%,77217819396,0.00,63.39%,91545788317,2543.986,75.32%,87537,0.002,35964.440966,999.424,6772,0.188,0,0.000,148,0.004,516875,0.014,517181,0.014,35985.182330,3.104,11.592798088
sort512,4096756,54751551,48545021,4304837417,14574897136,378.857,75.11%,493100749,3.38%,75.30%,940698815,24.452,75.61%,2038898860526409,737.235,75.93%,276560103503139,7188852.411,50.89%,2756681758946581,71656.678,51.05%,75686621588,0.00,63.46%,97995406322,2547.275,75.51%,86057,0.002,38450.207186,999.468,6254,0.163,0,0.000,148,0.004,505025,0.013,505338,0.013,38470.688739,3.307,11.634411787
sort513,4238060,54751551,48545021,4493931063,14441273350,403.568,75.42%,490361327,3.40%,75.62%,875470898,24.465,75.59%,1485272971171835,160837696.514,75.80%,923460733,25.807,50.85%,4166515255286230,116435.177,50.67%,76429254262,0.00,62.93%,91115261186,2546.258,75.12%,85839,0.002,35763.444074,999.426,7142,0.200,0,0.000,147,0.004,500292,0.014,500615,0.014,35783.990500,3.083,11.608462616
sort514,4227712,54751551,48545021,4008073735,14510084584,406.681,75.30%,486443478,3.35%,75.70%,873692430,24.487,75.97%,1293835786878759,463.201,76.14%,279325055356395,7828768.274,50.39%,4763200051417444,133500.339,50.23%,76789387275,0.00,62.76%,90918030231,2548.200,74.94%,86373,0.002,35658.856044,999.427,6111,0.171,0,0.000,148,0.004,504551,0.014,504845,0.014,35679.310664,3.078,11.590554727
sort515,4190584,54751551,48545021,4111403155,14965227812,381.644,75.45%,502972137,3.36%,75.56%,959586799,24.471,75.63%,2047160740041444,735.164,75.62%,278463208782513,7101391.282,50.54%,3042074169018567,77579.222,50.89%,77967888981,0.00,63.43%,99861808315,2546.684,75.43%,85682,0.002,39191.685032,999.470,6338,0.162,0,0.000,148,0.004,509584,0.013,509887,0.013,39212.486362,3.269,11.995926159
sort516,4210408,54751551,48545021,4491976283,14838255940,393.677,74.91%,498264703,3.36%,75.35%,921977378,24.461,76.05%,2227945804317015,236948943.317,75.80%,940264081,24.946,50.45%,3058816900040110,81154.141,50.61%,78270143089,0.00,63.26%,96137937233,2550.657,75.28%,86703,0.002,37670.303092,999.439,6321,0.168,0,0.000,148,0.004,512033,0.014,512318,0.014,37691.445844,3.150,11.966477709
sort517,4118256,54751551,48545021,3921710582,14793426795,417.606,75.35%,503464309,3.40%,75.06%,866684584,24.466,75.24%,2232353221263829,239785369.473,75.65%,930979745,26.281,51.10%,2737458060466848,77276.125,51.41%,77900019194,0.00,63.76%,90118988174,2543.983,75.87%,85222,0.002,35403.822822,999.420,6670,0.188,0,0.000,148,0.004,476745,0.013,477039,0.013,35424.370174,3.092,11.455136448
sort518,4116748,54751551,48545021,5133908887,15087040722,396.267,75.63%,510764260,3.39%,75.69%,932514815,24.493,75.81%,2600867482183292,250810753.044,75.76%,1036984041,27.237,50.23%,2788537030644554,73242.017,50.47%,79605943444,0.00,63.29%,96702054460,2539.917,75.38%,87298,0.002,38051.663723,999.442,6462,0.170,0,0.000,148,0.004,535022,0.014,535306,0.014,38072.914460,3.228,11.795066253
sort519,4158412,54751551,48545021,4679383900,14715134107,392.894,75.51%,489210577,3.32%,76.05%,912613535,24.367,76.03%,1292471453401154,231.270,76.22%,558858318373142,14921499.058,50.37%,3923588166577234,104759.677,50.22%,77043125199,0.00,63.08%,95141294939,2540.270,75.46%,86300,0.002,37431.987990,999.433,6146,0.164,0,0.000,148,0.004,508269,0.014,508553,0.014,37453.228807,3.182,11.769114149
sort520,4100664,54751551,48545021,4139320237,14409286206,387.458,74.98%,488889175,3.39%,75.20%,911231054,24.503,75.58%,1297770144681453,157.278,75.91%,825145036997074,22187724.921,51.17%,3605442650946469,96948.495,50.75%,75340982284,0.00,63.24%,94563051855,2542.752,75.18%,87754,0.002,37168.887941,999.452,5687,0.153,0,0.000,148,0.004,506937,0.014,507258,0.014,37189.258472,3.236,11.492114450
sort521,4217316,54751551,48545021,4213557972,14703300096,412.720,74.63%,497615073,3.38%,74.62%,868439893,24.377,75.15%,2417606176855460,252165365.913,75.68%,958738393,26.912,52.11%,2716462756767271,76250.721,51.81%,76462540269,0.00,64.02%,90520179698,2540.888,75.79%,86093,0.002,35604.265406,999.407,6464,0.181,0,0.000,148,0.004,510437,0.014,510744,0.014,35625.404209,3.037,11.729468835
sort522,4134604,54751551,48545021,4054142915,14583078718,385.540,75.12%,496686458,3.41%,74.91%,922423647,24.387,75.32%,2041376196530934,214303938.997,75.84%,952561211,25.183,51.30%,3843641889270549,101616.151,51.26%,76567276066,0.00,63.80%,96255608802,2544.754,75.68%,85459,0.002,37803.743441,999.435,7331,0.194,0,0.000,148,0.004,495649,0.013,495956,0.013,37825.107947,3.103,12.188643469
sort523,4199272,54751551,48545021,4156822944,14475427933,384.398,75.20%,485158408,3.35%,75.48%,920854349,24.453,75.78%,1301249557393407,468.202,75.71%,277924737245090,7380347.447,50.64%,4425630143106245,117523.501,50.88%,75776458855,0.00,63.26%,95856191630,2545.481,75.37%,87992,0.002,37635.958895,999.430,6265,0.166,0,0.000,148,0.004,495945,0.013,496230,0.013,37657.405597,3.137,12.003324927
sort524,4179468,54751551,48545021,4439158874,14794989512,404.221,75.14%,493816417,3.34%,75.12%,893079821,24.400,75.64%,2777616633802598,1005.734,76.00%,276178012887446,7545600.795,50.96%,2204132367472640,60220.228,51.08%,77298998026,0.00,63.42%,93073174327,2542.900,75.31%,88065,0.002,36580.103659,999.424,6429,0.176,0,0.000,148,0.004,521266,0.014,521544,0.014,36601.195903,3.116,11.746907865
sort525,4128996,54751551,48545021,4587807964,14470394649,379.057,76.28%,487587690,3.37%,76.70%,935212179,24.498,76.47%,1675006990752178,193.572,75.62%,865312888196276,22667146.767,48.79%,3136330921669559,82157.188,49.36%,76364027412,0.00,62.94%,96902379403,2538.389,75.63%,88651,0.002,38153.023609,999.431,6669,0.175,0,0.000,148,0.004,507104,0.013,507370,0.013,38174.760022,3.174,12.029153867
sort526,4245148,54751551,48545021,4241295774,14440009222,389.377,75.80%,489339046,3.39%,75.98%,908400549,24.495,76.08%,1299810215324264,228.991,75.79%,567625299229990,15306099.707,49.59%,3364020192512996,90711.299,50.20%,76301050139,0.00,63.48%,94223699142,2540.756,75.85%,86260,0.002,37064.084617,999.438,6437,0.174,0,0.000,148,0.004,501882,0.014,502219,0.014,37084.907985,3.089,12.007413085
sort527,4200568,54751551,48545021,4671094501,14928538821,392.551,74.86%,500850299,3.35%,75.65%,931951995,24.506,75.75%,1109506888398760,401.056,76.11%,276646674600817,7274518.534,50.87%,4471626709396019,117582.947,50.36%,78244212265,0.00,62.74%,96884415025,2547.609,74.76%,86946,0.002,38009.198736,999.465,6872,0.181,0,0.000,149,0.004,500272,0.013,500559,0.013,38029.551138,3.227,11.783236296
sort528,4135612,54751551,48545021,4838219239,14502999645,380.185,75.65%,490285471,3.38%,75.44%,932678430,24.449,75.42%,2795130593612657,281512568.535,75.53%,992897265,26.028,50.50%,1938318957271552,50811.557,50.83%,76045555038,0.00,63.78%,96861548406,2539.152,75.74%,88346,0.002,38125.553328,999.432,6735,0.177,0,0.000,148,0.004,508623,0.013,508890,0.013,38147.206256,3.192,11.950378274
sort529,4215380,54751551,48545021,5075184834,15243086569,387.783,75.40%,514557564,3.38%,75.89%,961041009,24.449,75.95%,1861508170480147,665.005,75.60%,279924027487346,7121237.503,50.28%,3618274209740479,92048.511,50.57%,80423436407,0.00,63.29%,100173212861,2548.396,75.44%,88386,0.002,39286.250144,999.438,6935,0.176,0,0.000,148,0.004,522020,0.013,522330,0.013,39308.340353,3.139,12.521627696
sort530,4232176,54751551,48545021,3840010913,14270677332,403.784,75.92%,485604398,3.40%,75.70%,861465624,24.375,75.65%,1114206890264558,398.557,75.79%,279560152358039,7910065.800,50.34%,4175663059205352,118149.061,50.56%,75800999744,0.00,63.29%,89782455574,2540.366,75.63%,86528,0.002,35320.909120,999.394,7061,0.200,0,0.000,148,0.004,509474,0.014,509746,0.014,35342.329561,2.907,12.155858428
sort531,4152352,54751551,48545021,4340249362,14669014564,396.827,75.08%,498085686,3.40%,75.14%,904180559,24.460,75.61%,1484501944876717,538.666,75.84%,275588724672773,7455232.751,51.07%,3869873343603134,104687.906,50.92%,77678594578,0.00,63.68%,93703706341,2534.875,75.61%,87774,0.002,36944.217337,999.416,6901,0.187,0,0.000,147,0.004,519108,0.014,519412,0.014,36965.810978,3.058,12.086855715
sort532,4109728,54751551,48545021,4929656198,15296290532,396.204,75.89%,508995336,3.33%,75.99%,945974044,24.503,75.48%,2060030075218348,146.770,75.15%,1403577476743229,36355396.082,50.14%,2215593840228936,57388.205,50.82%,80680290258,0.00,63.52%,98460388498,2550.316,75.95%,86948,0.002,38586.392468,999.463,6703,0.174,0,0.000,148,0.004,505557,0.013,505854,0.013,38607.129285,3.138,12.304042001
sort533,4079240,54751551,48545021,4476001057,14635584695,392.561,74.93%,500303050,3.42%,74.77%,910080183,24.411,75.36%,2405543561672531,877.958,76.06%,273993029362729,7349140.551,51.37%,2470521866704270,66265.235,51.27%,76733299094,0.00,63.33%,94930883548,2546.271,75.14%,87796,0.002,37260.965263,999.427,7093,0.190,0,0.000,148,0.004,515882,0.014,516173,0.014,37282.322669,3.065,12.163288891
sort534,4096924,54751551,48545021,4437148259,14949324557,386.192,74.87%,504709675,3.38%,75.03%,944668138,24.404,75.64%,2030394012700116,369.364,76.25%,549699975558619,14200617.408,51.21%,3038970962210776,78506.942,50.94%,77670280754,0.00,63.45%,98559924116,2546.138,75.28%,87400,0.002,38688.450325,999.454,6892,0.178,0,0.000,148,0.004,510157,0.013,510456,0.013,38709.582813,3.215,12.040369142
sort535,4203000,54751551,48545021,4320928505,14464002742,392.038,75.09%,490437580,3.39%,74.65%,903186588,24.480,75.05%,2233229801802303,818.038,75.62%,272998237327509,7399444.074,51.55%,2992464021284740,81108.839,51.74%,76082662357,0.00,63.96%,94086930859,2550.167,75.66%,85231,0.002,36872.948228,999.418,7081,0.192,0,0.000,148,0.004,479463,0.013,479784,0.013,36894.425392,3.055,12.077067260
sort536,4030780,54751551,48545021,4917299817,14624978317,386.787,75.62%,498589972,3.41%,75.51%,927800833,24.538,75.21%,3173406561502447,318214389.173,75.39%,997254263,26.374,50.63%,1653574057996226,43732.073,51.07%,76058042770,0.00,63.65%,96297447826,2546.779,75.61%,87960,0.002,37790.170544,999.437,7351,0.194,0,0.000,148,0.004,513315,0.014,513622,0.014,37811.471857,2.996,12.619764670
sort537,4116816,54751551,48545021,4451858580,14921425845,406.640,75.34%,506744851,3.40%,75.26%,896224756,24.424,75.35%,1486616413189482,162049764.747,75.74%,917382642,25.001,51.03%,4405445535365128,120057.477,51.11%,78633819551,0.00,63.56%,93111559630,2537.482,75.53%,87478,0.002,36673.692650,999.434,6657,0.181,0,0.000,149,0.004,528962,0.014,529279,0.014,36694.470491,3.065,11.973854707
sort538,4118288,54751551,48545021,4778529195,14863754183,402.459,74.94%,505922244,3.40%,75.05%,901312042,24.404,75.20%,2239122010226437,226097299.837,75.42%,990335582,26.815,51.64%,2997940031340525,81173.937,51.64%,77567973321,0.00,63.85%,94047849059,2546.493,75.66%,86127,0.002,36911.207866,999.429,7189,0.195,0,0.000,148,0.004,482308,0.013,482627,0.013,36932.298148,2.986,12.368123176
sort539,4141308,54751551,48545021,4414444489,14662284241,372.957,75.29%,493001948,3.36%,75.56%,964501175,24.534,75.69%,1853716155014988,221.644,75.92%,836348753441341,21273761.331,50.48%,3071697982960056,78133.159,50.40%,76934992369,0.00,63.12%,99766746461,2537.714,75.23%,87324,0.002,39291.920394,999.448,7383,0.188,0,0.000,148,0.004,499870,0.013,500157,0.013,39313.628673,3.254,12.082560713
sort540,4239596,54751551,48545021,4330543408,14546914486,391.452,75.70%,489544541,3.37%,75.97%,909785007,24.482,75.68%,2244730136090471,399.878,75.24%,561353408296509,15105828.193,50.14%,2766950941014645,74457.703,50.87%,76821139484,0.00,63.56%,94451518407,2541.658,75.79%,85921,0.002,37140.402538,999.436,7583,0.204,0,0.000,147,0.004,502343,0.014,502623,0.014,37161.379113,3.010,12.344716474
sort541,4173296,54751551,48545021,4301440361,14727043617,385.433,76.17%,494272033,3.36%,75.97%,933197976,24.423,75.64%,3003764584942568,1065.149,74.97%,282004299453726,7380559.373,49.91%,2206192145009848,57740.014,51.04%,76897338214,0.00,63.73%,97162797515,2542.925,75.90%,88439,0.002,38187.452685,999.434,7336,0.192,0,0.000,149,0.004,509108,0.013,509414,0.013,38209.068608,3.029,12.615455968
sort542,3958184,54751551,48545021,4447934857,14527530694,375.213,75.68%,493251754,3.40%,75.90%,949168657,24.515,75.72%,1871315785523216,132.897,75.21%,1408094135086338,36367847.237,49.97%,2221342909342575,57372.201,50.69%,75799922504,0.00,63.54%,98419024511,2541.938,75.44%,86149,0.002,38696.243657,999.435,7258,0.187,0,0.000,148,0.004,434670,0.011,434956,0.011,38718.105196,3.197,12.109591443
sort543,3991312,54751551,48545021,4474887139,14467116155,387.393,75.94%,489665826,3.38%,75.59%,914668777,24.493,75.41%,1117015849844604,199.869,75.60%,558874740532833,14965256.251,50.36%,3852832064128588,103169.127,51.14%,76034784557,0.00,63.92%,94854217463,2539.957,76.06%,88290,0.002,37323.334372,999.425,7155,0.192,0,0.000,148,0.004,512821,0.014,513134,0.014,37344.815963,2.996,12.462939066
sort544,4088244,54751551,48545021,4950071255,14644705317,386.794,75.55%,499653061,3.41%,75.14%,926928255,24.482,75.47%,2051517445884663,369.720,75.46%,554884646620274,14655558.016,50.73%,3019437354374760,79749.079,51.27%,76773012514,0.00,64.07%,96244626121,2542.003,76.09%,86733,0.002,37840.582518,999.442,7128,0.188,0,0.000,148,0.004,520434,0.014,520725,0.014,37861.720859,3.174,11.928777370
sort545,4105268,54751551,48545021,4638082262,14826180561,384.724,75.23%,501756344,3.38%,74.84%,942545561,24.458,75.00%,2233435982666622,814.758,75.62%,274122546779520,7113201.467,51.34%,3001457412894848,77884.769,51.58%,77199768322,0.00,64.02%,98005716351,2543.149,75.75%,88824,0.002,38515.292673,999.433,6884,0.179,0,0.000,147,0.004,516747,0.013,517075,0.013,38537.154901,3.172,12.147833798
sort546,4192128,54751551,48545021,4320887299,14550443317,386.903,75.24%,490254689,3.37%,75.15%,920162356,24.468,75.67%,1861025955827393,201616766.660,75.62%,923051186,24.544,50.68%,3847321213163112,102302.173,51.21%,76512514698,0.00,63.64%,95766429104,2546.477,75.44%,86760,0.002,37585.941736,999.429,6825,0.181,0,0.000,148,0.004,479159,0.013,479463,0.013,37607.424281,3.071,12.245261044
sort547,4184748,54751551,48545021,4247109413,14394031819,396.751,75.36%,487034097,3.38%,75.86%,888632695,24.494,75.70%,1860394370758121,668.013,75.65%,278496885926750,7676365.762,50.53%,3623647592628171,99880.630,50.49%,76122330261,0.00,62.91%,92278187269,2543.515,75.17%,85635,0.002,36258.127757,999.403,7170,0.198,0,0.000,148,0.004,451920,0.012,452237,0.012,36279.783240,2.850,12.730022901
