workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),cpu-clock,cpu-clock(M/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(M/sec),CPUsduration(s)
kmeans53,6761768,1945186431866,592.030,75.01%,4704159496,0.24%,75.01%,81645648599,24.849,75.01%,2063506075276368,732.976,75.02%,281524367280078,85683.759,50.00%,3106604148641842,945.515,49.99%,11498832169258,0.00,62.50%,8489714652823,2583.899,75.01%,601212,0.183,3285504.192689,999.964,85712,0.026,147,0.000,24401867,0.007,24426832,0.007,3285621.097195,20.319,161.698834783
kmeans54,11323780,251427632337,483.583,75.08%,1144453930,0.46%,75.05%,12914321194,24.839,75.02%,2626324159383279,29497025.140,75.02%,8903691633,17.125,50.01%,2529466670328796,4865.045,50.11%,1593663942052,0.00,62.63%,1342884739060,2582.835,75.09%,152743,0.294,519891.635671,999.933,22843,0.044,147,0.000,6441148,0.012,6442861,0.012,519926.631234,15.530,33.479870492
kmeans55,9988748,800516487104,515.307,75.02%,2532619819,0.32%,75.02%,38566022787,24.826,75.00%,2814581227227674,1000.545,75.00%,281304937796097,181081.202,50.04%,1973554744642177,1270.414,50.04%,4683969965787,0.00,62.54%,4010643847042,2581.726,75.02%,298882,0.192,1553410.235461,999.959,46942,0.030,147,0.000,30339314,0.020,30343969,0.020,1553473.992954,12.935,120.102090984
kmeans56,6787188,1963385931035,632.144,75.00%,4070929897,0.21%,75.01%,77171610562,24.847,75.01%,1313496063508249,466.716,75.00%,281433679855913,90612.138,50.02%,4230664963304473,1362.131,50.01%,11174778033351,0.00,62.52%,8025177007379,2583.836,75.00%,566518,0.182,3105804.603548,999.964,83332,0.027,146,0.000,24833696,0.008,24857016,0.008,3105915.899917,19.728,157.434724601
kmeans57,5691340,2973439439866,364.700,75.00%,7768931013,0.26%,75.00%,202632751547,24.853,75.01%,750572821613745,88.885,75.01%,844435469057156,103572.058,50.01%,4527407499626502,555.298,50.00%,17206927413064,0.00,62.51%,21071299215653,2584.446,75.00%,1373981,0.169,8152892.998993,999.972,130640,0.016,147,0.000,33255158,0.004,33310818,0.004,8153120.472399,23.301,349.903669419
kmeans58,6750804,2003978378153,515.520,75.01%,5069810683,0.25%,75.01%,96568145662,24.842,75.01%,2439426289410859,4047575.839,75.00%,60268822282,15.504,50.00%,3107309732551106,799.350,50.01%,12013304999022,0.00,62.51%,10041943084931,2583.271,75.01%,687296,0.177,3887179.068880,999.969,79132,0.020,146,0.000,36381961,0.009,36408773,0.009,3887297.994132,20.155,192.869973454
kmeans59,6781920,2054422660328,493.544,75.01%,5352691647,0.26%,75.01%,103457971226,24.854,75.01%,938230367916485,333.233,75.01%,281554266179864,67639.207,50.00%,4515237998167472,1084.718,50.01%,11676789169401,0.00,62.52%,10758369413934,2584.538,75.01%,732685,0.176,4162450.103314,999.966,97533,0.023,148,0.000,33525775,0.008,33553763,0.008,4162589.724734,20.083,207.269068188
kmeans60,11211624,320155457935,558.169,75.01%,1277135721,0.40%,75.00%,14241170350,24.829,75.03%,1875116165471972,19937338.003,75.06%,9405047781,16.397,50.09%,3935354322992055,6861.022,50.09%,1901157125555,0.00,62.57%,1481093445030,2582.186,75.02%,173179,0.302,573542.052919,999.932,24062,0.042,147,0.000,11058348,0.019,11060829,0.019,573581.327028,13.003,44.110648391
kmeans61,5710828,2777539975964,454.457,75.00%,6859691214,0.25%,75.00%,151941651728,24.860,75.00%,2251630717930818,2537712.316,75.01%,88726791583,14.517,50.01%,3395377760186506,555.546,50.01%,16033396926954,0.00,62.51%,15800094777185,2585.186,75.01%,1142644,0.187,6111566.836589,999.965,148267,0.024,147,0.000,30575021,0.005,30626572,0.005,6111781.677992,23.448,260.650418592
kmeans62,12237136,260275275625,516.530,75.13%,1182973583,0.45%,75.05%,12513490018,24.834,74.97%,3190232725148807,1134.465,75.00%,281210321564988,558076.283,50.05%,1405173572170435,2788.639,50.13%,1633770606369,0.00,62.66%,1301356185436,2582.608,75.12%,150243,0.298,503858.018686,999.932,21249,0.042,148,0.000,6088423,0.012,6089892,0.012,503892.264059,15.455,32.602977067
